;ID;ITERACAO;PARAM_ATUAL;MPA_ATUAL;PARAM_MELHOR;MPA_MELHOR
0;0;2;10110011010001010101110001010;;10110011010001010101110001010;
1;0;3;10100011010001010101110001010;;10110011010001010101110001010;
2;0;4;10110011010001010101110011010;;10110011010001010101110001010;
3;0;5;10110111010001010101110001010;;10110011010001010101110001010;
4;0;6;10110011011001010101110001010;;10110011010001010101110001010;
5;0;7;10110011010001000101110001010;;10110011010001010101110001010;
6;0;8;10110011010001010101110001000;;10110011010001010101110001010;
7;0;9;10110011011001010101110001010;;10110011010001010101110001010;
8;0;10;10110011010011010101110001010;;10110011010001010101110001010;
9;0;11;10110011010001010101010001010;;10110011010001010101110001010;
10;0;12;10110011010001010101110101010;;10110011010001010101110001010;
11;0;13;10110011010101010101110001010;;10110011010001010101110001010;
12;0;14;00110011010001010101110001010;0.0305228360564815;10110011010001010101110001010;
13;0;15;10110011000001010101110001010;;10110011010001010101110001010;
14;0;16;10110011010001110101110001010;;10110011010001010101110001010;
15;0;17;00110011010001010101110001010;0.0305228360564815;10110011010001010101110001010;
16;0;18;10110011010011010101110001010;;10110011010001010101110001010;
17;0;19;10110011110001010101110001010;;10110011010001010101110001010;
18;0;20;10110011110001010101110001010;;10110011010001010101110001010;
19;0;21;10010011010001010101110001010;;10110011010001010101110001010;
20;0;22;10110011010101010101110001010;;10110011010001010101110001010;
21;0;23;10110011010001010101110011010;;10110011010001010101110001010;
22;0;24;10110011010001010101010001010;;10110011010001010101110001010;
23;0;25;10110011110001010101110001010;;10110011010001010101110001010;
24;0;26;10110011010011010101110001010;;10110011010001010101110001010;
25;0;27;10110011000001010101110001010;;10110011010001010101110001010;
26;0;28;10110011011001010101110001010;;10110011010001010101110001010;
27;0;29;10110010010001010101110001010;0.04899478721113157;10110011010001010101110001010;
28;0;30;10110011010001110101110001010;;10110011010001010101110001010;
29;0;31;10110011010001010101110001110;;10110011010001010101110001010;
30;0;32;10111011010001010101110001010;;10110011010001010101110001010;
31;0;33;10110011010001000101110001010;;10110011010001010101110001010;
32;0;34;10110001010001010101110001010;;10110011010001010101110001010;
33;0;35;10110001010001010101110001010;;10110011010001010101110001010;
34;0;36;10110011010001010101010001010;;10110011010001010101110001010;
35;0;37;10110011010001010101110001110;;10110011010001010101110001010;
36;0;38;10110011010001010101110011010;;10110011010001010101110001010;
37;0;39;10110111010001010101110001010;;10110011010001010101110001010;
38;0;40;00110011010001010101110001010;0.0305228360564815;10110011010001010101110001010;
